INJSEV,CarAge,MAKE,SEATPOS,DriverAge,DriverSex,TotalResult
0,3,32.0,4.0,7.0,2.0,0.3996599935712429
0,3,32.0,4.0,8.0,1.0,0.38910190678125345
0,3,32.0,4.0,8.0,2.0,0.4005418715311178
0,3,34.0,1.0,4.0,1.0,0.3923979073225173
0,3,34.0,1.0,4.0,2.0,0.40383787207238164
0,3,34.0,1.0,5.0,1.0,0.38808638293978487
0,3,34.0,1.0,5.0,2.0,0.39952634768964923
0,3,34.0,1.0,6.0,1.0,0.3877602923187341
0,3,34.0,1.0,6.0,2.0,0.3992002570685985
0,3,34.0,1.0,7.0,1.0,0.38991745332860706
0,3,34.0,1.0,7.0,2.0,0.40135741807847153
0,3,34.0,1.0,8.0,1.0,0.39079933128848204
0,3,34.0,1.0,8.0,2.0,0.4022392960383465
0,3,34.0,2.0,4.0,1.0,0.41031501156120254
0,3,34.0,2.0,4.0,2.0,0.4217549763110669
0,3,34.0,2.0,5.0,1.0,0.4060034871784701
0,3,34.0,2.0,5.0,2.0,0.4174434519283345
0,3,34.0,2.0,6.0,1.0,0.40567739655741936
0,3,34.0,2.0,6.0,2.0,0.41711736130728383
0,3,34.0,2.0,7.0,1.0,0.4078345575672923
0,3,34.0,2.0,7.0,2.0,0.4192745223171567
0,3,34.0,2.0,8.0,1.0,0.4087164355271673
0,3,34.0,2.0,8.0,2.0,0.42015640027703166
0,3,34.0,3.0,4.0,1.0,0.4154847732929758
0,3,34.0,3.0,4.0,2.0,0.42692473804284015
0,3,34.0,3.0,5.0,1.0,0.4111732489102435
0,3,34.0,3.0,5.0,2.0,0.42261321366010784
0,3,34.0,3.0,6.0,1.0,0.4108471582891927
0,3,34.0,3.0,6.0,2.0,0.42228712303905713
0,3,34.0,3.0,7.0,1.0,0.41300431929906567
0,3,34.0,3.0,7.0,2.0,0.4244442840489301
0,3,34.0,3.0,8.0,1.0,0.41388619725894066
0,3,34.0,3.0,8.0,2.0,0.425326162008805
0,3,34.0,4.0,4.0,1.0,0.3825185426122685
0,3,34.0,4.0,4.0,2.0,0.3939585073621329
0,3,34.0,4.0,5.0,1.0,0.3782070182295362
0,3,34.0,4.0,5.0,2.0,0.3896469829794006
0,3,34.0,4.0,6.0,1.0,0.37788092760848546
0,3,34.0,4.0,6.0,2.0,0.3893208923583498
0,3,34.0,4.0,7.0,1.0,0.3800380886183584
0,3,34.0,4.0,7.0,2.0,0.3914780533682228
0,3,34.0,4.0,8.0,1.0,0.38091996657823335
0,3,34.0,4.0,8.0,2.0,0.39235993132809777
0,3,35.0,1.0,4.0,1.0,0.3898024177589778
0,3,35.0,1.0,4.0,2.0,0.40124238250884214
0,3,35.0,1.0,5.0,1.0,0.3854908933762455
0,3,35.0,1.0,5.0,2.0,0.39693085812610984
0,3,35.0,1.0,6.0,1.0,0.3851648027551947
0,3,35.0,1.0,6.0,2.0,0.39660476750505913
0,3,35.0,1.0,7.0,1.0,0.38732196376506767
0,3,35.0,1.0,7.0,2.0,0.3987619285149321
0,3,35.0,1.0,8.0,1.0,0.38820384172494266
0,3,35.0,1.0,8.0,2.0,0.399643806474807
0,3,35.0,2.0,4.0,1.0,0.40771952199766304
0,3,35.0,2.0,4.0,2.0,0.4191594867475274
0,3,35.0,2.0,5.0,1.0,0.40340799761493074
0,3,35.0,2.0,5.0,2.0,0.4148479623647951
0,3,35.0,2.0,6.0,1.0,0.40308190699387997
0,3,35.0,2.0,6.0,2.0,0.41452187174374433
0,3,35.0,2.0,7.0,1.0,0.4052390680037529
0,3,35.0,2.0,7.0,2.0,0.4166790327536173
0,3,35.0,2.0,8.0,1.0,0.4061209459636279
0,3,35.0,2.0,8.0,2.0,0.4175609107134923
0,3,35.0,3.0,4.0,1.0,0.4128892837294364
0,3,35.0,3.0,4.0,2.0,0.42432924847930076
0,3,35.0,3.0,5.0,1.0,0.40857775934670404
0,3,35.0,3.0,5.0,2.0,0.4200177240965684
0,3,35.0,3.0,6.0,1.0,0.40825166872565327
0,3,35.0,3.0,6.0,2.0,0.41969163347551763
0,3,35.0,3.0,7.0,1.0,0.4104088297355262
0,3,35.0,3.0,7.0,2.0,0.4218487944853907
0,3,35.0,3.0,8.0,1.0,0.4112907076954012
0,3,35.0,3.0,8.0,2.0,0.42273067244526563
0,3,35.0,4.0,4.0,1.0,0.3799230530487291
0,3,35.0,4.0,4.0,2.0,0.3913630177985935
0,3,35.0,4.0,5.0,1.0,0.37561152866599673
0,3,35.0,4.0,5.0,2.0,0.3870514934158611
0,3,35.0,4.0,6.0,1.0,0.37528543804494596
0,3,35.0,4.0,6.0,2.0,0.3867254027948104
0,3,35.0,4.0,7.0,1.0,0.3774425990548189
0,3,35.0,4.0,7.0,2.0,0.38888256380468333
0,3,35.0,4.0,8.0,1.0,0.3783244770146939
0,3,35.0,4.0,8.0,2.0,0.3897644417645583
0,3,37.0,1.0,4.0,1.0,0.3900358224401216
0,3,37.0,1.0,4.0,2.0,0.40147578718998594
0,3,37.0,1.0,5.0,1.0,0.3857242980573893
0,3,37.0,1.0,5.0,2.0,0.39716426280725364
0,3,37.0,1.0,6.0,1.0,0.3853982074363385
0,3,37.0,1.0,6.0,2.0,0.3968381721862029
0,3,37.0,1.0,7.0,1.0,0.38755536844621147
0,3,37.0,1.0,7.0,2.0,0.39899533319607583
0,3,37.0,1.0,8.0,1.0,0.38843724640608646
0,3,37.0,1.0,8.0,2.0,0.3998772111559508
0,3,37.0,2.0,4.0,1.0,0.4079529266788068
0,3,37.0,2.0,4.0,2.0,0.4193928914286712
0,3,37.0,2.0,5.0,1.0,0.4036414022960745
0,3,37.0,2.0,5.0,2.0,0.4150813670459389
0,3,37.0,2.0,6.0,1.0,0.40331531167502377
0,3,37.0,2.0,6.0,2.0,0.41475527642488813
0,3,37.0,2.0,7.0,1.0,0.4054724726848967
0,3,37.0,2.0,7.0,2.0,0.4169124374347611
0,3,37.0,2.0,8.0,1.0,0.40635435064477166
0,3,37.0,2.0,8.0,2.0,0.4177943153946361
0,3,37.0,3.0,4.0,1.0,0.4131226884105802
0,3,37.0,3.0,4.0,2.0,0.42456265316044456
0,3,37.0,3.0,5.0,1.0,0.4088111640278478
0,3,37.0,3.0,5.0,2.0,0.42025112877771215
0,3,37.0,3.0,6.0,1.0,0.408485073406797
0,3,37.0,3.0,6.0,2.0,0.4199250381566614
0,3,37.0,3.0,7.0,1.0,0.41064223441666997
0,3,37.0,3.0,7.0,2.0,0.42208219916653444
0,3,37.0,3.0,8.0,1.0,0.41152411237654496
0,3,37.0,3.0,8.0,2.0,0.42296407712640943
0,3,37.0,4.0,4.0,1.0,0.3801564577298729
0,3,37.0,4.0,4.0,2.0,0.39159642247973725
0,3,37.0,4.0,5.0,1.0,0.3758449333471405
0,3,37.0,4.0,5.0,2.0,0.38728489809700484
0,3,37.0,4.0,6.0,1.0,0.3755188427260897
0,3,37.0,4.0,6.0,2.0,0.3869588074759541
0,3,37.0,4.0,7.0,1.0,0.37767600373596266
0,3,37.0,4.0,7.0,2.0,0.3891159684858271
0,3,37.0,4.0,8.0,1.0,0.37855788169583765
0,3,37.0,4.0,8.0,2.0,0.38999784644570207
0,3,38.0,1.0,4.0,1.0,0.37989759992639077
0,3,38.0,1.0,4.0,2.0,0.39133756467625513
0,3,38.0,1.0,5.0,1.0,0.37558607554365847
0,3,38.0,1.0,5.0,2.0,0.38702604029352283
0,3,38.0,1.0,6.0,1.0,0.3752599849226077
0,3,38.0,1.0,6.0,2.0,0.38669994967247207
0,3,38.0,1.0,7.0,1.0,0.37741714593248066
0,3,38.0,1.0,7.0,2.0,0.388857110682345
0,3,38.0,1.0,8.0,1.0,0.37829902389235565
0,3,38.0,1.0,8.0,2.0,0.38973898864222
0,3,38.0,2.0,4.0,1.0,0.397814704165076
0,3,38.0,2.0,4.0,2.0,0.4092546689149404
0,3,38.0,2.0,5.0,1.0,0.3935031797823437
0,3,38.0,2.0,5.0,2.0,0.4049431445322081
0,3,38.0,2.0,6.0,1.0,0.39317708916129296
0,3,38.0,2.0,6.0,2.0,0.4046170539111573
0,3,38.0,2.0,7.0,1.0,0.3953342501711659
0,3,38.0,2.0,7.0,2.0,0.4067742149210303
0,3,38.0,2.0,8.0,1.0,0.3962161281310409
0,3,38.0,2.0,8.0,2.0,0.40765609288090526
0,3,38.0,3.0,4.0,1.0,0.4029844658968494
0,3,38.0,3.0,4.0,2.0,0.41442443064671375
0,3,38.0,3.0,5.0,1.0,0.398672941514117
0,3,38.0,3.0,5.0,2.0,0.41011290626398134
0,3,38.0,3.0,6.0,1.0,0.3983468508930662
0,3,38.0,3.0,6.0,2.0,0.4097868156429307
0,3,38.0,3.0,7.0,1.0,0.40050401190293916
0,3,38.0,3.0,7.0,2.0,0.4119439766528036
0,3,38.0,3.0,8.0,1.0,0.40138588986281415
0,3,38.0,3.0,8.0,2.0,0.4128258546126785
0,3,38.0,4.0,4.0,1.0,0.3700182352161421
0,3,38.0,4.0,4.0,2.0,0.38145819996600644
0,3,38.0,4.0,5.0,1.0,0.36570671083340967
0,3,38.0,4.0,5.0,2.0,0.3771466755832741
0,3,38.0,4.0,6.0,1.0,0.36538062021235895
0,3,38.0,4.0,6.0,2.0,0.37682058496222337
0,3,38.0,4.0,7.0,1.0,0.3675377812222319
0,3,38.0,4.0,7.0,2.0,0.3789777459720963
0,3,38.0,4.0,8.0,1.0,0.36841965918210684
0,3,38.0,4.0,8.0,2.0,0.37985962393197126
0,3,39.0,1.0,4.0,1.0,0.38681306030737783
0,3,39.0,1.0,4.0,2.0,0.3982530250572422
0,3,39.0,1.0,5.0,1.0,0.3825015359246454
0,3,39.0,1.0,5.0,2.0,0.39394150067450984
0,3,39.0,1.0,6.0,1.0,0.3821754453035947
0,3,39.0,1.0,6.0,2.0,0.3936154100534591
0,3,39.0,1.0,7.0,1.0,0.38433260631346766
0,3,39.0,1.0,7.0,2.0,0.3957725710633321
0,3,39.0,1.0,8.0,1.0,0.3852144842733426
0,3,39.0,1.0,8.0,2.0,0.396654449023207
0,3,39.0,2.0,4.0,1.0,0.4047301645460631
0,3,39.0,2.0,4.0,2.0,0.41617012929592745
0,3,39.0,2.0,5.0,1.0,0.4004186401633307
0,3,39.0,2.0,5.0,2.0,0.41185860491319504
0,3,39.0,2.0,6.0,1.0,0.4000925495422799
0,3,39.0,2.0,6.0,2.0,0.4115325142921444
0,3,39.0,2.0,7.0,1.0,0.40224971055215286
0,3,39.0,2.0,7.0,2.0,0.4136896753020173
0,3,39.0,2.0,8.0,1.0,0.40313158851202785
0,3,39.0,2.0,8.0,2.0,0.4145715532618922
0,3,39.0,3.0,4.0,1.0,0.40989992627783645
0,3,39.0,3.0,4.0,2.0,0.4213398910277008
0,3,39.0,3.0,5.0,1.0,0.40558840189510403
0,3,39.0,3.0,5.0,2.0,0.41702836664496845
0,3,39.0,3.0,6.0,1.0,0.4052623112740533
0,3,39.0,3.0,6.0,2.0,0.41670227602391774
0,3,39.0,3.0,7.0,1.0,0.4074194722839263
0,3,39.0,3.0,7.0,2.0,0.41885943703379064
0,3,39.0,3.0,8.0,1.0,0.4083013502438012
0,3,39.0,3.0,8.0,2.0,0.4197413149936656
0,3,39.0,4.0,4.0,1.0,0.3769336955971291
0,3,39.0,4.0,4.0,2.0,0.38837366034699344
0,3,39.0,4.0,5.0,1.0,0.3726221712143968
0,3,39.0,4.0,5.0,2.0,0.38406213596426114
0,3,39.0,4.0,6.0,1.0,0.372296080593346
0,3,39.0,4.0,6.0,2.0,0.3837360453432104
0,3,39.0,4.0,7.0,1.0,0.37445324160321897
0,3,39.0,4.0,7.0,2.0,0.38589320635308333
0,3,39.0,4.0,8.0,1.0,0.37533511956309396
0,3,39.0,4.0,8.0,2.0,0.3867750843129583
0,3,41.0,1.0,4.0,1.0,0.39227436858934867
0,3,41.0,1.0,4.0,2.0,0.403714333339213
0,3,41.0,1.0,5.0,1.0,0.38796284420661636
0,3,41.0,1.0,5.0,2.0,0.3994028089564807
0,3,41.0,1.0,6.0,1.0,0.3876367535855656
0,3,41.0,1.0,6.0,2.0,0.39907671833542996
0,3,41.0,1.0,7.0,1.0,0.38979391459543855
0,3,41.0,1.0,7.0,2.0,0.4012338793453029
0,3,41.0,1.0,8.0,1.0,0.39067579255531354
0,3,41.0,1.0,8.0,2.0,0.4021157573051779
0,3,41.0,2.0,4.0,1.0,0.4101914728280339
0,3,41.0,2.0,4.0,2.0,0.4216314375778983
0,3,41.0,2.0,5.0,1.0,0.4058799484453016
0,3,41.0,2.0,5.0,2.0,0.417319913195166
0,3,41.0,2.0,6.0,1.0,0.40555385782425085
0,3,41.0,2.0,6.0,2.0,0.4169938225741152
0,3,41.0,2.0,7.0,1.0,0.4077110188341238
0,3,41.0,2.0,7.0,2.0,0.41915098358398817
0,3,41.0,2.0,8.0,1.0,0.4085928967939988
0,3,41.0,2.0,8.0,2.0,0.42003286154386316
0,3,41.0,3.0,4.0,1.0,0.4153612345598073
0,3,41.0,3.0,4.0,2.0,0.42680119930967164
0,3,41.0,3.0,5.0,1.0,0.41104971017707487
0,3,41.0,3.0,5.0,2.0,0.42248967492693923
0,3,41.0,3.0,6.0,1.0,0.4107236195560241
0,3,41.0,3.0,6.0,2.0,0.4221635843058886
0,3,41.0,3.0,7.0,1.0,0.41288078056589705
0,3,41.0,3.0,7.0,2.0,0.42432074531576147
0,3,41.0,3.0,8.0,1.0,0.41376265852577204
0,3,41.0,3.0,8.0,2.0,0.4252026232756364
0,3,41.0,4.0,4.0,1.0,0.38239500387909997
0,3,41.0,4.0,4.0,2.0,0.39383496862896433
0,3,41.0,4.0,5.0,1.0,0.37808347949636756
0,3,41.0,4.0,5.0,2.0,0.389523444246232
0,3,41.0,4.0,6.0,1.0,0.37775738887531685
0,3,41.0,4.0,6.0,2.0,0.38919735362518126
0,3,41.0,4.0,7.0,1.0,0.3799145498851898
0,3,41.0,4.0,7.0,2.0,0.3913545146350542
0,3,41.0,4.0,8.0,1.0,0.38079642784506473
0,3,41.0,4.0,8.0,2.0,0.39223639259492915
0,3,42.0,1.0,4.0,1.0,0.38771877728524445
0,3,42.0,1.0,4.0,2.0,0.3991587420351088
0,3,42.0,1.0,5.0,1.0,0.38340725290251215
0,3,42.0,1.0,5.0,2.0,0.3948472176523765
0,3,42.0,1.0,6.0,1.0,0.3830811622814614
0,3,42.0,1.0,6.0,2.0,0.39452112703132575
0,3,42.0,1.0,7.0,1.0,0.38523832329133434
0,3,42.0,1.0,7.0,2.0,0.3966782880411987
0,3,42.0,1.0,8.0,1.0,0.3861202012512093
0,3,42.0,1.0,8.0,2.0,0.3975601660010737
0,3,42.0,2.0,4.0,1.0,0.4056358815239297
0,3,42.0,2.0,4.0,2.0,0.41707584627379407
0,3,42.0,2.0,5.0,1.0,0.4013243571411974
0,3,42.0,2.0,5.0,2.0,0.41276432189106177
0,3,42.0,2.0,6.0,1.0,0.40099826652014664
0,3,42.0,2.0,6.0,2.0,0.412438231270011
0,3,42.0,2.0,7.0,1.0,0.4031554275300196
0,3,42.0,2.0,7.0,2.0,0.41459539227988396
0,3,42.0,2.0,8.0,1.0,0.4040373054898946
0,3,42.0,2.0,8.0,2.0,0.41547727023975894
0,3,42.0,3.0,4.0,1.0,0.41080564325570307
0,3,42.0,3.0,4.0,2.0,0.42224560800556743
0,3,42.0,3.0,5.0,1.0,0.40649411887297066
0,3,42.0,3.0,5.0,2.0,0.417934083622835
0,3,42.0,3.0,6.0,1.0,0.4061680282519199
0,3,42.0,3.0,6.0,2.0,0.41760799300178436
0,3,42.0,3.0,7.0,1.0,0.40832518926179284
0,3,42.0,3.0,7.0,2.0,0.41976515401165726
0,3,42.0,3.0,8.0,1.0,0.40920706722166783
0,3,42.0,3.0,8.0,2.0,0.4206470319715322
0,3,42.0,4.0,4.0,1.0,0.37783941257499576
0,3,42.0,4.0,4.0,2.0,0.3892793773248601
0,3,42.0,4.0,5.0,1.0,0.37352788819226335
0,3,42.0,4.0,5.0,2.0,0.38496785294212776
0,3,42.0,4.0,6.0,1.0,0.37320179757121263
0,3,42.0,4.0,6.0,2.0,0.38464176232107705
0,3,42.0,4.0,7.0,1.0,0.3753589585810856
0,3,42.0,4.0,7.0,2.0,0.38679892333095
0,3,42.0,4.0,8.0,1.0,0.3762408365409605
0,3,42.0,4.0,8.0,2.0,0.38768080129082494
0,3,45.0,1.0,4.0,1.0,0.3840046923616399
0,3,45.0,1.0,4.0,2.0,0.39544465711150434
0,3,45.0,1.0,5.0,1.0,0.37969316797890756
0,3,45.0,1.0,5.0,2.0,0.3911331327287719
0,3,45.0,1.0,6.0,1.0,0.3793670773578568
0,3,45.0,1.0,6.0,2.0,0.3908070421077212
0,3,45.0,1.0,7.0,1.0,0.38152423836772975
0,3,45.0,1.0,7.0,2.0,0.39296420311759417
0,3,45.0,1.0,8.0,1.0,0.38240611632760474
0,3,45.0,1.0,8.0,2.0,0.39384608107746916
0,3,45.0,2.0,4.0,1.0,0.4019217966003252
0,3,45.0,2.0,4.0,2.0,0.41336176135018954
0,3,45.0,2.0,5.0,1.0,0.3976102722175928
0,3,45.0,2.0,5.0,2.0,0.4090502369674572
0,3,45.0,2.0,6.0,1.0,0.39728418159654205
0,3,45.0,2.0,6.0,2.0,0.4087241463464064
0,3,45.0,2.0,7.0,1.0,0.399441342606415
0,3,45.0,2.0,7.0,2.0,0.4108813073562795
0,3,45.0,2.0,8.0,1.0,0.40032322056629
0,3,45.0,2.0,8.0,2.0,0.4117631853161544
0,3,45.0,3.0,4.0,1.0,0.4070915583320985
0,3,45.0,3.0,4.0,2.0,0.41853152308196284
0,3,45.0,3.0,5.0,1.0,0.4027800339493662
0,3,45.0,3.0,5.0,2.0,0.41421999869923054
0,3,45.0,3.0,6.0,1.0,0.4024539433283154
0,3,45.0,3.0,6.0,2.0,0.4138939080781798
0,3,45.0,3.0,7.0,1.0,0.40461110433818837
0,3,45.0,3.0,7.0,2.0,0.4160510690880527
0,3,45.0,3.0,8.0,1.0,0.40549298229806335
0,3,45.0,3.0,8.0,2.0,0.4169329470479277
0,3,45.0,4.0,4.0,1.0,0.37412532765139117
0,3,45.0,4.0,4.0,2.0,0.38556529240125553
0,3,45.0,4.0,5.0,1.0,0.36981380326865887
0,3,45.0,4.0,5.0,2.0,0.38125376801852323
0,3,45.0,4.0,6.0,1.0,0.3694877126476081
0,3,45.0,4.0,6.0,2.0,0.38092767739747246
0,3,45.0,4.0,7.0,1.0,0.37164487365748106
0,3,45.0,4.0,7.0,2.0,0.3830848384073454
0,3,45.0,4.0,8.0,1.0,0.37252675161735604
0,3,45.0,4.0,8.0,2.0,0.3839667163672204
0,3,47.0,1.0,4.0,1.0,0.4007454439872231
0,3,47.0,1.0,4.0,2.0,0.4121854087370875
0,3,47.0,1.0,5.0,1.0,0.3964339196044907
0,3,47.0,1.0,5.0,2.0,0.4078738843543551
0,3,47.0,1.0,6.0,1.0,0.39610782898344
0,3,47.0,1.0,6.0,2.0,0.4075477937333044
0,3,47.0,1.0,7.0,1.0,0.39826498999331295
0,3,47.0,1.0,7.0,2.0,0.4097049547431773
0,3,47.0,1.0,8.0,1.0,0.3991468679531879
0,3,47.0,1.0,8.0,2.0,0.4105868327030523
0,3,47.0,2.0,4.0,1.0,0.41866254822590837
0,3,47.0,2.0,4.0,2.0,0.43010251297577273
0,3,47.0,2.0,5.0,1.0,0.41435102384317596
0,3,47.0,2.0,5.0,2.0,0.4257909885930403
0,3,47.0,2.0,6.0,1.0,0.4140249332221252
0,3,47.0,2.0,6.0,2.0,0.4254648979719896
0,3,47.0,2.0,7.0,1.0,0.41618209423199815
0,3,47.0,2.0,7.0,2.0,0.4276220589818626
0,3,47.0,2.0,8.0,1.0,0.41706397219187313
0,3,47.0,2.0,8.0,2.0,0.4285039369417376
0,3,47.0,3.0,4.0,1.0,0.42383230995768173
0,3,47.0,3.0,4.0,2.0,0.4352722747075461
0,3,47.0,3.0,5.0,1.0,0.4195207855749493
0,3,47.0,3.0,5.0,2.0,0.43096075032481374
0,3,47.0,3.0,6.0,1.0,0.4191946949538986
0,3,47.0,3.0,6.0,2.0,0.43063465970376297
0,3,47.0,3.0,7.0,1.0,0.42135185596377156
0,3,47.0,3.0,7.0,2.0,0.432791820713636
0,3,47.0,3.0,8.0,1.0,0.4222337339236465
0,3,47.0,3.0,8.0,2.0,0.43367369867351097
0,3,47.0,4.0,4.0,1.0,0.39086607927697437
0,3,47.0,4.0,4.0,2.0,0.4023060440268387
0,3,47.0,4.0,5.0,1.0,0.38655455489424206
0,3,47.0,4.0,5.0,2.0,0.3979945196441064
0,3,47.0,4.0,6.0,1.0,0.3862284642731913
0,3,47.0,4.0,6.0,2.0,0.39766842902305566
0,3,47.0,4.0,7.0,1.0,0.38838562528306425
0,3,47.0,4.0,7.0,2.0,0.3998255900329286
0,3,47.0,4.0,8.0,1.0,0.38926750324293924
0,3,47.0,4.0,8.0,2.0,0.4007074679928036
0,3,48.0,1.0,4.0,1.0,0.4004804443634903
0,3,48.0,1.0,4.0,2.0,0.4119204091133547
0,3,48.0,1.0,5.0,1.0,0.3961689199807579
0,3,48.0,1.0,5.0,2.0,0.4076088847306223
0,3,48.0,1.0,6.0,1.0,0.39584282935970716
0,3,48.0,1.0,6.0,2.0,0.4072827941095715
0,3,48.0,1.0,7.0,1.0,0.3979999903695801
0,3,48.0,1.0,7.0,2.0,0.4094399551194446
0,3,48.0,1.0,8.0,1.0,0.3988818683294551
0,3,48.0,1.0,8.0,2.0,0.4103218330793196
0,3,48.0,2.0,4.0,1.0,0.41839754860217554
0,3,48.0,2.0,4.0,2.0,0.4298375133520399
0,3,48.0,2.0,5.0,1.0,0.4140860242194432
0,3,48.0,2.0,5.0,2.0,0.42552598896930754
0,3,48.0,2.0,6.0,1.0,0.4137599335983924
0,3,48.0,2.0,6.0,2.0,0.4251998983482569
0,3,48.0,2.0,7.0,1.0,0.41591709460826537
0,3,48.0,2.0,7.0,2.0,0.42735705935812973
0,3,48.0,2.0,8.0,1.0,0.41679897256814036
0,3,48.0,2.0,8.0,2.0,0.4282389373180047
0,3,48.0,3.0,4.0,1.0,0.4235673103339489
0,3,48.0,3.0,4.0,2.0,0.4350072750838133
0,3,48.0,3.0,5.0,1.0,0.41925578595121654
0,3,48.0,3.0,5.0,2.0,0.4306957507010809
0,3,48.0,3.0,6.0,1.0,0.4189296953301658
0,3,48.0,3.0,6.0,2.0,0.43036966008003025
0,3,48.0,3.0,7.0,1.0,0.42108685634003873
0,3,48.0,3.0,7.0,2.0,0.4325268210899031
0,3,48.0,3.0,8.0,1.0,0.4219687342999137
0,3,48.0,3.0,8.0,2.0,0.4334086990497781
0,3,48.0,4.0,4.0,1.0,0.39060107965324153
0,3,48.0,4.0,4.0,2.0,0.4020410444031059
0,3,48.0,4.0,5.0,1.0,0.38628955527050923
0,3,48.0,4.0,5.0,2.0,0.3977295200203736
0,3,48.0,4.0,6.0,1.0,0.38596346464945847
0,3,48.0,4.0,6.0,2.0,0.3974034293993228
0,3,48.0,4.0,7.0,1.0,0.3881206256593314
0,3,48.0,4.0,7.0,2.0,0.3995605904091958
0,3,48.0,4.0,8.0,1.0,0.3890025036192064
0,3,48.0,4.0,8.0,2.0,0.40044246836907077
0,3,49.0,1.0,4.0,1.0,0.39041172307292066
0,3,49.0,1.0,4.0,2.0,0.401851687822785
0,3,49.0,1.0,5.0,1.0,0.3861001986901883
0,3,49.0,1.0,5.0,2.0,0.39754016344005266
0,3,49.0,1.0,6.0,1.0,0.38577410806913753
0,3,49.0,1.0,6.0,2.0,0.39721407281900195
0,3,49.0,1.0,7.0,1.0,0.3879312690790105
0,3,49.0,1.0,7.0,2.0,0.3993712338288749
0,3,49.0,1.0,8.0,1.0,0.3888131470388855
0,3,49.0,1.0,8.0,2.0,0.40025311178874984
0,3,49.0,2.0,4.0,1.0,0.4083288273116059
0,3,49.0,2.0,4.0,2.0,0.4197687920614703
0,3,49.0,2.0,5.0,1.0,0.4040173029288735
0,3,49.0,2.0,5.0,2.0,0.4154572676787379
0,3,49.0,2.0,6.0,1.0,0.4036912123078228
0,3,49.0,2.0,6.0,2.0,0.41513117705768715
0,3,49.0,2.0,7.0,1.0,0.40584837331769574
0,3,49.0,2.0,7.0,2.0,0.41728833806756016
0,3,49.0,2.0,8.0,1.0,0.4067302512775707
0,3,49.0,2.0,8.0,2.0,0.41817021602743515
0,3,49.0,3.0,4.0,1.0,0.41349858904337927
0,3,49.0,3.0,4.0,2.0,0.42493855379324363
0,3,49.0,3.0,5.0,1.0,0.4091870646606469
0,3,49.0,3.0,5.0,2.0,0.4206270294105113
0,3,49.0,3.0,6.0,1.0,0.40886097403959615
0,3,49.0,3.0,6.0,2.0,0.4203009387894605
0,3,49.0,3.0,7.0,1.0,0.4110181350494691
0,3,49.0,3.0,7.0,2.0,0.4224580997993336
0,3,49.0,3.0,8.0,1.0,0.4119000130093441
0,3,49.0,3.0,8.0,2.0,0.4233399777592085
0,3,49.0,4.0,4.0,1.0,0.3805323583626719
0,3,49.0,4.0,4.0,2.0,0.39197232311253627
0,3,49.0,4.0,5.0,1.0,0.3762208339799396
0,3,49.0,4.0,5.0,2.0,0.38766079872980397
0,3,49.0,4.0,6.0,1.0,0.37589474335888884
0,3,49.0,4.0,6.0,2.0,0.3873347081087532
0,3,49.0,4.0,7.0,1.0,0.3780519043687618
0,3,49.0,4.0,7.0,2.0,0.38949186911862616
0,3,49.0,4.0,8.0,1.0,0.3789337823286368
0,3,49.0,4.0,8.0,2.0,0.39037374707850114
0,3,51.0,1.0,4.0,1.0,0.39525073863710325
0,3,51.0,1.0,4.0,2.0,0.40669070338696767
0,3,51.0,1.0,5.0,1.0,0.39093921425437095
0,3,51.0,1.0,5.0,2.0,0.40237917900423537
0,3,51.0,1.0,6.0,1.0,0.39061312363332024
0,3,51.0,1.0,6.0,2.0,0.4020530883831846
0,3,51.0,1.0,7.0,1.0,0.3927702846431932
0,3,51.0,1.0,7.0,2.0,0.40421024939305755
0,3,51.0,1.0,8.0,1.0,0.3936521626030681
0,3,51.0,1.0,8.0,2.0,0.40509212735293254
0,3,51.0,2.0,4.0,1.0,0.4131678428757885
0,3,51.0,2.0,4.0,2.0,0.42460780762565287
0,3,51.0,2.0,5.0,1.0,0.4088563184930562
0,3,51.0,2.0,5.0,2.0,0.42029628324292057
0,3,51.0,2.0,6.0,1.0,0.40853022787200544
0,3,51.0,2.0,6.0,2.0,0.41997019262186985
0,3,51.0,2.0,7.0,1.0,0.4106873888818784
0,3,51.0,2.0,7.0,2.0,0.4221273536317428
0,3,51.0,2.0,8.0,1.0,0.4115692668417534
0,3,51.0,2.0,8.0,2.0,0.42300923159161774
0,3,51.0,3.0,4.0,1.0,0.41833760460756186
0,3,51.0,3.0,4.0,2.0,0.4297775693574263
0,3,51.0,3.0,5.0,1.0,0.4140260802248295
0,3,51.0,3.0,5.0,2.0,0.42546604497469387
0,3,51.0,3.0,6.0,1.0,0.41369998960377874
0,3,51.0,3.0,6.0,2.0,0.4251399543536431
0,3,51.0,3.0,7.0,1.0,0.4158571506136517
0,3,51.0,3.0,7.0,2.0,0.42729711536351617
0,3,51.0,3.0,8.0,1.0,0.4167390285735267
0,3,51.0,3.0,8.0,2.0,0.42817899332339115
0,3,51.0,4.0,4.0,1.0,0.3853713739268546
0,3,51.0,4.0,4.0,2.0,0.39681133867671897
0,3,51.0,4.0,5.0,1.0,0.3810598495441222
0,3,51.0,4.0,5.0,2.0,0.39249981429398656
0,3,51.0,4.0,6.0,1.0,0.38073375892307143
0,3,51.0,4.0,6.0,2.0,0.39217372367293585
0,3,51.0,4.0,7.0,1.0,0.3828909199329444
0,3,51.0,4.0,7.0,2.0,0.3943308846828088
0,3,51.0,4.0,8.0,1.0,0.3837727978928194
