INJSEV,CarAge,MAKE,SEATPOS,DriverAge,DriverSex,TotalResult
0,0,19.0,2.0,7.0,2.0,0.42416113560776514
0,0,19.0,2.0,8.0,1.0,0.41360304881777576
0,0,19.0,2.0,8.0,2.0,0.4250430135676401
0,0,19.0,3.0,4.0,1.0,0.42037138658358425
0,0,19.0,3.0,4.0,2.0,0.4318113513334486
0,0,19.0,3.0,5.0,1.0,0.41605986220085195
0,0,19.0,3.0,5.0,2.0,0.4274998269507163
0,0,19.0,3.0,6.0,1.0,0.4157337715798012
0,0,19.0,3.0,6.0,2.0,0.4271737363296656
0,0,19.0,3.0,7.0,1.0,0.41789093258967414
0,0,19.0,3.0,7.0,2.0,0.42933089733953855
0,0,19.0,3.0,8.0,1.0,0.4187728105495491
0,0,19.0,3.0,8.0,2.0,0.4302127752994135
0,0,19.0,4.0,4.0,1.0,0.38740515590287694
0,0,19.0,4.0,4.0,2.0,0.39884512065274136
0,0,19.0,4.0,5.0,1.0,0.38309363152014464
0,0,19.0,4.0,5.0,2.0,0.39453359627000906
0,0,19.0,4.0,6.0,1.0,0.3827675408990939
0,0,19.0,4.0,6.0,2.0,0.3942075056489583
0,0,19.0,4.0,7.0,1.0,0.3849247019089669
0,0,19.0,4.0,7.0,2.0,0.39636466665883124
0,0,19.0,4.0,8.0,1.0,0.3858065798688418
0,0,19.0,4.0,8.0,2.0,0.39724654461870623
0,0,20.0,1.0,4.0,1.0,0.3990039088528901
0,0,20.0,1.0,4.0,2.0,0.41044387360275447
0,0,20.0,1.0,5.0,1.0,0.3946923844701578
0,0,20.0,1.0,5.0,2.0,0.40613234922002217
0,0,20.0,1.0,6.0,1.0,0.39436629384910704
0,0,20.0,1.0,6.0,2.0,0.4058062585989714
0,0,20.0,1.0,7.0,1.0,0.39652345485898
0,0,20.0,1.0,7.0,2.0,0.40796341960884436
0,0,20.0,1.0,8.0,1.0,0.397405332818855
0,0,20.0,1.0,8.0,2.0,0.40884529756871935
0,0,20.0,2.0,4.0,1.0,0.41692101309157537
0,0,20.0,2.0,4.0,2.0,0.4283609778414397
0,0,20.0,2.0,5.0,1.0,0.41260948870884306
0,0,20.0,2.0,5.0,2.0,0.4240494534587074
0,0,20.0,2.0,6.0,1.0,0.4122833980877923
0,0,20.0,2.0,6.0,2.0,0.42372336283765666
0,0,20.0,2.0,7.0,1.0,0.41444055909766525
0,0,20.0,2.0,7.0,2.0,0.4258805238475296
0,0,20.0,2.0,8.0,1.0,0.41532243705754024
0,0,20.0,2.0,8.0,2.0,0.4267624018074046
0,0,20.0,3.0,4.0,1.0,0.4220907748233487
0,0,20.0,3.0,4.0,2.0,0.4335307395732131
0,0,20.0,3.0,5.0,1.0,0.4177792504406163
0,0,20.0,3.0,5.0,2.0,0.4292192151904807
0,0,20.0,3.0,6.0,1.0,0.41745315981956554
0,0,20.0,3.0,6.0,2.0,0.42889312456943
0,0,20.0,3.0,7.0,1.0,0.4196103208294385
0,0,20.0,3.0,7.0,2.0,0.4310502855793029
0,0,20.0,3.0,8.0,1.0,0.4204921987893135
0,0,20.0,3.0,8.0,2.0,0.43193216353917785
0,0,20.0,4.0,4.0,1.0,0.3891245441426414
0,0,20.0,4.0,4.0,2.0,0.4005645088925058
0,0,20.0,4.0,5.0,1.0,0.384813019759909
0,0,20.0,4.0,5.0,2.0,0.3962529845097734
0,0,20.0,4.0,6.0,1.0,0.3844869291388583
0,0,20.0,4.0,6.0,2.0,0.3959268938887227
0,0,20.0,4.0,7.0,1.0,0.38664409014873125
0,0,20.0,4.0,7.0,2.0,0.39808405489859566
0,0,20.0,4.0,8.0,1.0,0.3875259681086062
0,0,20.0,4.0,8.0,2.0,0.3989659328584706
0,0,22.0,1.0,4.0,1.0,0.403218867530576
0,0,22.0,1.0,4.0,2.0,0.4146588322804404
0,0,22.0,1.0,5.0,1.0,0.3989073431478437
0,0,22.0,1.0,5.0,2.0,0.4103473078977081
0,0,22.0,1.0,6.0,1.0,0.398581252526793
0,0,22.0,1.0,6.0,2.0,0.41002121727665736
0,0,22.0,1.0,7.0,1.0,0.40073841353666595
0,0,22.0,1.0,7.0,2.0,0.4121783782865303
0,0,22.0,1.0,8.0,1.0,0.4016202914965409
0,0,22.0,1.0,8.0,2.0,0.4130602562464053
0,0,22.0,2.0,4.0,1.0,0.42113597176926126
0,0,22.0,2.0,4.0,2.0,0.4325759365191256
0,0,22.0,2.0,5.0,1.0,0.41682444738652896
0,0,22.0,2.0,5.0,2.0,0.4282644121363933
0,0,22.0,2.0,6.0,1.0,0.4164983567654782
0,0,22.0,2.0,6.0,2.0,0.4279383215153426
0,0,22.0,2.0,7.0,1.0,0.41865551777535115
0,0,22.0,2.0,7.0,2.0,0.43009548252521557
0,0,22.0,2.0,8.0,1.0,0.41953739573522614
0,0,22.0,2.0,8.0,2.0,0.4309773604850905
0,0,22.0,3.0,4.0,1.0,0.4263057335010346
0,0,22.0,3.0,4.0,2.0,0.43774569825089904
0,0,22.0,3.0,5.0,1.0,0.42199420911830227
0,0,22.0,3.0,5.0,2.0,0.43343417386816663
0,0,22.0,3.0,6.0,1.0,0.4216681184972515
0,0,22.0,3.0,6.0,2.0,0.43310808324711586
0,0,22.0,3.0,7.0,1.0,0.42382527950712445
0,0,22.0,3.0,7.0,2.0,0.4352652442569889
0,0,22.0,3.0,8.0,1.0,0.42470715746699944
0,0,22.0,3.0,8.0,2.0,0.4361471222168639
0,0,22.0,4.0,4.0,1.0,0.39333950282032737
0,0,22.0,4.0,4.0,2.0,0.40477946757019173
0,0,22.0,4.0,5.0,1.0,0.38902797843759496
0,0,22.0,4.0,5.0,2.0,0.4004679431874593
0,0,22.0,4.0,6.0,1.0,0.3887018878165442
0,0,22.0,4.0,6.0,2.0,0.40014185256640855
0,0,22.0,4.0,7.0,1.0,0.39085904882641714
0,0,22.0,4.0,7.0,2.0,0.4022990135762816
0,0,22.0,4.0,8.0,1.0,0.39174092678629213
0,0,22.0,4.0,8.0,2.0,0.4031808915361566
0,0,30.0,1.0,4.0,1.0,0.4069338394722147
0,0,30.0,1.0,4.0,2.0,0.41837380422207904
0,0,30.0,1.0,5.0,1.0,0.4026223150894824
0,0,30.0,1.0,5.0,2.0,0.41406227983934674
0,0,30.0,1.0,6.0,1.0,0.4022962244684316
0,0,30.0,1.0,6.0,2.0,0.41373618921829597
0,0,30.0,1.0,7.0,1.0,0.40445338547830456
0,0,30.0,1.0,7.0,2.0,0.4158933502281689
0,0,30.0,1.0,8.0,1.0,0.40533526343817955
0,0,30.0,1.0,8.0,2.0,0.4167752281880439
0,0,30.0,2.0,4.0,1.0,0.42485094371089993
0,0,30.0,2.0,4.0,2.0,0.4362909084607643
0,0,30.0,2.0,5.0,1.0,0.4205394193281675
0,0,30.0,2.0,5.0,2.0,0.4319793840780319
0,0,30.0,2.0,6.0,1.0,0.42021332870711675
0,0,30.0,2.0,6.0,2.0,0.4316532934569812
0,0,30.0,2.0,7.0,1.0,0.4223704897169897
0,0,30.0,2.0,7.0,2.0,0.43381045446685407
0,0,30.0,2.0,8.0,1.0,0.4232523676768647
0,0,30.0,2.0,8.0,2.0,0.43469233242672906
0,0,30.0,3.0,4.0,1.0,0.4300207054426733
0,0,30.0,3.0,4.0,2.0,0.44146067019253765
0,0,30.0,3.0,5.0,1.0,0.4257091810599409
0,0,30.0,3.0,5.0,2.0,0.43714914580980524
0,0,30.0,3.0,6.0,1.0,0.4253830904388901
0,0,30.0,3.0,6.0,2.0,0.4368230551887546
0,0,30.0,3.0,7.0,1.0,0.42754025144876306
0,0,30.0,3.0,7.0,2.0,0.4389802161986275
0,0,30.0,3.0,8.0,1.0,0.42842212940863805
0,0,30.0,3.0,8.0,2.0,0.4398620941585024
0,0,30.0,4.0,4.0,1.0,0.397054474761966
0,0,30.0,4.0,4.0,2.0,0.40849443951183034
0,0,30.0,4.0,5.0,1.0,0.39274295037923357
0,0,30.0,4.0,5.0,2.0,0.404182915129098
0,0,30.0,4.0,6.0,1.0,0.39241685975818286
0,0,30.0,4.0,6.0,2.0,0.4038568245080473
0,0,30.0,4.0,7.0,1.0,0.3945740207680558
0,0,30.0,4.0,7.0,2.0,0.4060139855179202
0,0,30.0,4.0,8.0,1.0,0.39545589872793074
0,0,30.0,4.0,8.0,2.0,0.40689586347779516
0,0,32.0,1.0,4.0,1.0,0.41112582414455723
0,0,32.0,1.0,4.0,2.0,0.4225657888944216
0,0,32.0,1.0,5.0,1.0,0.4068142997618248
0,0,32.0,1.0,5.0,2.0,0.41825426451168923
0,0,32.0,1.0,6.0,1.0,0.4064882091407741
0,0,32.0,1.0,6.0,2.0,0.41792817389063847
0,0,32.0,1.0,7.0,1.0,0.40864537015064706
0,0,32.0,1.0,7.0,2.0,0.4200853349005115
0,0,32.0,1.0,8.0,1.0,0.409527248110522
0,0,32.0,1.0,8.0,2.0,0.42096721286038646
0,0,32.0,2.0,4.0,1.0,0.4290429283832425
0,0,32.0,2.0,4.0,2.0,0.44048289313310685
0,0,32.0,2.0,5.0,1.0,0.42473140400051007
0,0,32.0,2.0,5.0,2.0,0.43617136875037443
0,0,32.0,2.0,6.0,1.0,0.4244053133794593
0,0,32.0,2.0,6.0,2.0,0.4358452781293238
0,0,32.0,2.0,7.0,1.0,0.42656247438933226
0,0,32.0,2.0,7.0,2.0,0.4380024391391967
0,0,32.0,2.0,8.0,1.0,0.42744435234920725
0,0,32.0,2.0,8.0,2.0,0.4388843170990716
0,0,32.0,3.0,4.0,1.0,0.43421269011501573
0,0,32.0,3.0,4.0,2.0,0.44565265486488015
0,0,32.0,3.0,5.0,1.0,0.42990116573228343
0,0,32.0,3.0,5.0,2.0,0.44134113048214785
0,0,32.0,3.0,6.0,1.0,0.4295750751112327
0,0,32.0,3.0,6.0,2.0,0.4410150398610971
0,0,32.0,3.0,7.0,1.0,0.4317322361211057
0,0,32.0,3.0,7.0,2.0,0.44317220087097003
0,0,32.0,3.0,8.0,1.0,0.4326141140809806
0,0,32.0,3.0,8.0,2.0,0.444054078830845
0,0,32.0,4.0,4.0,1.0,0.4012464594343085
0,0,32.0,4.0,4.0,2.0,0.41268642418417284
0,0,32.0,4.0,5.0,1.0,0.3969349350515762
0,0,32.0,4.0,5.0,2.0,0.40837489980144054
0,0,32.0,4.0,6.0,1.0,0.3966088444305254
0,0,32.0,4.0,6.0,2.0,0.40804880918038977
0,0,32.0,4.0,7.0,1.0,0.39876600544039836
0,0,32.0,4.0,7.0,2.0,0.4102059701902627
0,0,32.0,4.0,8.0,1.0,0.39964788340027335
0,0,32.0,4.0,8.0,2.0,0.4110878481501377
0,0,34.0,1.0,4.0,1.0,0.4029438839415371
0,0,34.0,1.0,4.0,2.0,0.41438384869140144
0,0,34.0,1.0,5.0,1.0,0.3986323595588047
0,0,34.0,1.0,5.0,2.0,0.4100723243086691
0,0,34.0,1.0,6.0,1.0,0.39830626893775395
0,0,34.0,1.0,6.0,2.0,0.4097462336876184
0,0,34.0,1.0,7.0,1.0,0.4004634299476269
0,0,34.0,1.0,7.0,2.0,0.41190339469749127
0,0,34.0,1.0,8.0,1.0,0.4013453079075019
0,0,34.0,1.0,8.0,2.0,0.41278527265736625
0,0,34.0,2.0,4.0,1.0,0.42086098818022233
0,0,34.0,2.0,4.0,2.0,0.4323009529300867
0,0,34.0,2.0,5.0,1.0,0.4165494637974899
0,0,34.0,2.0,5.0,2.0,0.42798942854735433
0,0,34.0,2.0,6.0,1.0,0.4162233731764392
0,0,34.0,2.0,6.0,2.0,0.42766333792630357
0,0,34.0,2.0,7.0,1.0,0.41838053418631216
0,0,34.0,2.0,7.0,2.0,0.4298204989361766
0,0,34.0,2.0,8.0,1.0,0.4192624121461871
0,0,34.0,2.0,8.0,2.0,0.43070237689605156
0,0,34.0,3.0,4.0,1.0,0.4260307499119957
0,0,34.0,3.0,4.0,2.0,0.43747071466186005
0,0,34.0,3.0,5.0,1.0,0.42171922552926333
0,0,34.0,3.0,5.0,2.0,0.4331591902791277
0,0,34.0,3.0,6.0,1.0,0.42139313490821256
0,0,34.0,3.0,6.0,2.0,0.4328330996580769
0,0,34.0,3.0,7.0,1.0,0.4235502959180855
0,0,34.0,3.0,7.0,2.0,0.43499026066795
0,0,34.0,3.0,8.0,1.0,0.4244321738779605
0,0,34.0,3.0,8.0,2.0,0.4358721386278249
0,0,34.0,4.0,4.0,1.0,0.3930645192312883
0,0,34.0,4.0,4.0,2.0,0.4045044839811527
0,0,34.0,4.0,5.0,1.0,0.388752994848556
0,0,34.0,4.0,5.0,2.0,0.4001929595984204
0,0,34.0,4.0,6.0,1.0,0.38842690422750525
0,0,34.0,4.0,6.0,2.0,0.3998668689773696
0,0,34.0,4.0,7.0,1.0,0.3905840652373782
0,0,34.0,4.0,7.0,2.0,0.40202402998724257
0,0,34.0,4.0,8.0,1.0,0.3914659431972532
0,0,34.0,4.0,8.0,2.0,0.40290590794711756
0,0,35.0,1.0,4.0,1.0,0.40034839437799763
0,0,35.0,1.0,4.0,2.0,0.411788359127862
0,0,35.0,1.0,5.0,1.0,0.39603686999526533
0,0,35.0,1.0,5.0,2.0,0.4074768347451297
0,0,35.0,1.0,6.0,1.0,0.39571077937421456
0,0,35.0,1.0,6.0,2.0,0.4071507441240789
0,0,35.0,1.0,7.0,1.0,0.3978679403840875
0,0,35.0,1.0,7.0,2.0,0.4093079051339519
0,0,35.0,1.0,8.0,1.0,0.3987498183439625
0,0,35.0,1.0,8.0,2.0,0.41018978309382687
0,0,35.0,2.0,4.0,1.0,0.41826549861668283
0,0,35.0,2.0,4.0,2.0,0.42970546336654725
0,0,35.0,2.0,5.0,1.0,0.41395397423395053
0,0,35.0,2.0,5.0,2.0,0.42539393898381495
0,0,35.0,2.0,6.0,1.0,0.4136278836128998
0,0,35.0,2.0,6.0,2.0,0.4250678483627642
0,0,35.0,2.0,7.0,1.0,0.41578504462277277
0,0,35.0,2.0,7.0,2.0,0.42722500937263713
0,0,35.0,2.0,8.0,1.0,0.4166669225826477
0,0,35.0,2.0,8.0,2.0,0.4281068873325121
0,0,35.0,3.0,4.0,1.0,0.42343526034845624
0,0,35.0,3.0,4.0,2.0,0.4348752250983206
0,0,35.0,3.0,5.0,1.0,0.41912373596572383
0,0,35.0,3.0,5.0,2.0,0.4305637007155882
0,0,35.0,3.0,6.0,1.0,0.41879764534467306
0,0,35.0,3.0,6.0,2.0,0.43023761009453754
0,0,35.0,3.0,7.0,1.0,0.420954806354546
0,0,35.0,3.0,7.0,2.0,0.4323947711044104
0,0,35.0,3.0,8.0,1.0,0.421836684314421
0,0,35.0,3.0,8.0,2.0,0.43327664906428537
0,0,35.0,4.0,4.0,1.0,0.39046902966774893
0,0,35.0,4.0,4.0,2.0,0.4019089944176133
0,0,35.0,4.0,5.0,1.0,0.3861575052850165
0,0,35.0,4.0,5.0,2.0,0.3975974700348809
0,0,35.0,4.0,6.0,1.0,0.38583141466396575
0,0,35.0,4.0,6.0,2.0,0.3972713794138302
0,0,35.0,4.0,7.0,1.0,0.3879885756738387
0,0,35.0,4.0,7.0,2.0,0.3994285404237031
0,0,35.0,4.0,8.0,1.0,0.3888704536337137
0,0,35.0,4.0,8.0,2.0,0.40031041838357806
0,0,37.0,1.0,4.0,1.0,0.4005817990591414
